size;array;vector;bst;deque;bittrick deque;tiered vector (k=2);bittrick tiered vector (k=2);deque tiered vector (k=2)
397000;0.0271206;0.0228998;0.00149139;0.320366;0.0646683;0.00222801;0.00109269;0.00182693
396500;0.0278757;0.0203647;0.00148547;0.323491;0.0646896;0.00219603;0.00110532;0.00201879
396000;0.0269086;0.0232524;0.00154666;0.322892;0.0622902;0.00245104;0.00127033;0.00184075
395500;0.0274818;0.0204251;0.00151942;0.324062;0.067263;0.00244157;0.0011594;0.00181114
395000;0.0270128;0.0192657;0.00151626;0.324919;0.0646071;0.00238828;0.00104492;0.00181864
394500;0.0325607;0.0204279;0.00153047;0.33012;0.0647259;0.00230183;0.00102084;0.00183562
394000;0.0275291;0.0200043;0.00151152;0.327727;0.0661924;0.00357294;0.00100347;0.00180325
393500;0.0281209;0.0204962;0.00150994;0.312845;0.06902;0.00398981;0.00102124;0.00183996
393000;0.0262643;0.020776;0.00148231;0.333837;0.0666495;0.00458115;0.00103703;0.00189799
392500;0.0264945;0.0206256;0.00149179;0.324849;0.0647681;0.00300686;0.00103031;0.00182733
392000;0.0257977;0.0201784;0.00146257;0.325788;0.0641045;0.00307989;0.00103466;0.00200694
391500;0.0263583;0.0205862;0.00153166;0.314213;0.0628583;0.00286396;0.00103268;0.00181312
391000;0.0255842;0.0191189;0.00150442;0.314702;0.0660475;0.00421205;0.00097347;0.00182693
390500;0.0289996;0.0205198;0.00151942;0.319156;0.0661589;0.00395823;0.00102795;0.00181391
390000;0.0267831;0.0199313;0.0015135;0.335891;0.0669717;0.00308384;0.00100426;0.00185496
389500;0.0263157;0.0199273;0.00153679;0.312193;0.0689178;0.00382124;0.00099834;0.00180206
389000;0.0258451;0.0195709;0.00165285;0.320972;0.0655146;0.00355478;0.000999524;0.00182496
388500;0.0259856;0.0189704;0.00169232;0.327764;0.0659757;0.00229512;0.000987681;0.00186088
388000;0.0262659;0.0195168;0.00172746;0.327573;0.0648337;0.00235275;0.00100979;0.00186957
387500;0.0263701;0.019362;0.00175075;0.331048;0.0676431;0.00227064;0.000982549;0.00184549
387000;0.0253307;0.0203019;0.00159482;0.313182;0.0625855;0.00239302;0.00101058;0.00183167
386500;0.0263638;0.0205787;0.00156047;0.320083;0.0646718;0.00374664;0.00103387;0.00183996
386000;0.0253596;0.0202893;0.00155218;0.31901;0.0641705;0.00354492;0.00101729;0.00183207
385500;0.025855;0.0202715;0.00155139;0.322266;0.0645431;0.00227577;0.001009;0.00186325
385000;0.0246624;0.0192219;0.00157863;0.328667;0.0630458;0.00214984;0.000973865;0.00181312
384500;0.0241946;0.0186084;0.00153087;0.321374;0.0665141;0.00205392;0.000954522;0.00183838
384000;0.0249265;0.0194051;0.00151981;0.303281;0.0619203;0.00208629;0.00097347;0.00174088
383500;0.0247915;0.0204559;0.001581;0.31014;0.0624473;0.0022584;0.00101808;0.00179891
383000;0.0246656;0.0204851;0.00160429;0.311034;0.0632266;0.00296936;0.001024;0.00180088
382500;0.0240008;0.0201105;0.00180127;0.327622;0.0664956;0.00268435;0.00101413;0.00186207
382000;0.0269496;0.0193968;0.00159284;0.311575;0.0629368;0.00229551;0.000979391;0.00180167
381500;0.0236218;0.0196853;0.00160034;0.316731;0.0642956;0.00226117;0.000997945;0.00182693
381000;0.0239179;0.0200856;0.00185022;0.308515;0.0629716;0.00216169;0.00100387;0.00185062
380500;0.0243107;0.0193897;0.00191773;0.318124;0.0638472;0.0021305;0.000988076;0.00186483
380000;0.0233941;0.0192985;0.0017093;0.3304;0.0665414;0.0021909;0.000973865;0.00190628
379500;0.0228927;0.0191366;0.00166943;0.321376;0.0650863;0.00219366;0.000968733;0.00186286
379000;0.0231623;0.0203777;0.00175193;0.318476;0.0635937;0.00225446;0.00102281;0.00181114
378500;0.0226314;0.0193822;0.0016789;0.33068;0.0654309;0.00221064;0.000982944;0.00184115
378000;0.0234474;0.0192649;0.00156679;0.306074;0.0634038;0.00211076;0.000965575;0.00180049
377500;0.0222651;0.0189515;0.00153639;0.306504;0.0638547;0.002123;0.000967549;0.00182141
377000;0.0228047;0.020133;0.00151468;0.307251;0.0617557;0.00220195;0.00103031;0.0017693
376500;0.0220945;0.0199601;0.00149139;0.321866;0.0683446;0.00211866;0.000999919;0.00185299
376000;0.0224628;0.0200529;0.00147836;0.31914;0.064069;0.00218735;0.00101295;0.00186365
375500;0.0217985;0.0202652;0.00149494;0.310422;0.0624849;0.00213879;0.00101571;0.00180404
375000;0.022271;0.019651;0.00166903;0.320644;0.0648609;0.00215813;0.000992813;0.00181667
374500;0.0213883;0.0206505;0.00179496;0.320163;0.0650843;0.00219524;0.00103545;0.00181272
374000;0.0217539;0.019334;0.00159008;0.32071;0.0663586;0.00209734;0.000978602;0.00182338
373500;0.0227364;0.0196356;0.00155297;0.322091;0.0655047;0.00209576;0.000971891;0.00186957
373000;0.0221151;0.0195543;0.0015206;0.305155;0.0610854;0.0020551;0.000958469;0.00178706
372500;0.0209462;0.0204733;0.00149889;0.314128;0.0631749;0.00218774;0.00100426;0.00182101
372000;0.0212561;0.0194702;0.00147718;0.319579;0.0612899;0.00216445;0.000970312;0.00177522
371500;0.0206706;0.0193277;0.00147284;0.30714;0.0635365;0.00211155;0.000962812;0.00179772
371000;0.0209912;0.0184426;0.00154231;0.290092;0.0581883;0.00215142;0.000953732;0.00175746
370500;0.0204851;0.018447;0.00151902;0.314987;0.0637793;0.0021009;0.000947811;0.00179733
370000;0.0208116;0.0177104;0.00153837;0.292412;0.0593679;0.00203221;0.00092452;0.00174561
369500;0.0202013;0.0205068;0.00185022;0.29744;0.0600547;0.00212971;0.001024;0.00175193
369000;0.0204946;0.0187723;0.00154745;0.301223;0.0601759;0.00204602;0.000954522;0.0017843
368500;0.0217878;0.0188879;0.00150876;0.304945;0.0613787;0.00208984;0.000964785;0.00175825
368000;0.0228675;0.0180526;0.00149534;0.306627;0.062244;0.0020101;0.000920573;0.00181746
367500;0.0198349;0.0202206;0.00148192;0.299312;0.0613626;0.00206734;0.000974654;0.00176338
367000;0.0202475;0.0195274;0.00151073;0.320598;0.0660546;0.00210011;0.00098926;0.00184391
366500;0.0196802;0.0196001;0.00150205;0.29667;0.0602482;0.00210682;0.000986497;0.00175232
366000;0.0197418;0.018282;0.00148271;0.298544;0.0611048;0.00201918;0.000936363;0.0017539
365500;0.0193912;0.0193991;0.00148942;0.297825;0.0599193;0.00207642;0.000974654;0.00173614
365000;0.0192862;0.0183317;0.00151192;0.314379;0.0655375;0.00206181;0.000947416;0.00184825
364500;0.0191516;0.0192175;0.00148744;0.296915;0.0610898;0.00204089;0.000951758;0.00176338
364000;0.0190245;0.0196423;0.0017468;0.303634;0.0610629;0.00204208;0.000968733;0.00179614
363500;0.0209861;0.0185303;0.00148784;0.291973;0.0597816;0.002018;0.000942679;0.0017393
363000;0.0234292;0.0199948;0.00154074;0.306732;0.0622121;0.00214077;0.00100623;0.00175983
362500;0.0192724;0.0192535;0.00151192;0.301897;0.0624679;0.00207997;0.000971891;0.00171995
